Code,Name
MDC-IL305-R,Active Directory Deployment and Management Enhancements (repeated from 6 3 at 1 15pm)
MDC-IL306,Microsoft System Center 2012  Network Virtualization (repeats on 6 5 at 5pm)
MDC-IL306-R,Microsoft System Center 2012  Network Virtualization (repeated from 6 4 at 5pm)
OUC-B201,Become a Microsoft Office Ninja in 60 Minutes
OUC-B202,Choosing the Right Cloud Service
OUC-B203,Collaborating with the New Microsoft Office Web Apps
OUC-B204,Network Design and Deployment Strategies to Ensure Success for Microsoft Lync Server 2013 Enterprise Voice
OUC-B205,Security in Microsoft Office 365
OUC-B206,A Look Inside Microsoft Office 365
OUC-B207,The New Outlook Web App  Designed for Touch and Offline Too!
OUC-B208,Deploying Microsoft Office  Begin Here!
OUC-B209,Microsoft Office 365 for Education  Overview and Upgrades
OUC-B210,Team Collaboration with Site Mailboxes
OUC-B211,Overview of Microsoft Office 365 Identity Management
OUC-B212,Help Small Businesses Seize the Day with Microsoft Office 365
OUC-B214,The Deep Dark Secrets of Unified Messaging
OUC-B215,"Understanding Compliance in Microsoft Exchange, SharePoint, and Office"
OUC-B216,Microsoft Office 365 Service Communications
OUC-B217,Microsoft Office 365 Pro Plus Adoption and Change Management
OUC-B218,Understanding Immersive Productivity and Collaboration Experiences with Perceptive Pixel Devices
OUC-B222,Introducing Lync Room System
OUC-B301,Data Loss Prevention in Microsoft Exchange and Microsoft Outlook 2013
OUC-B302,Deploying and Updating?Microsoft Office 365 ProPlus with Click-to-Run
OUC-B303,Designing for High Availability and Disaster Recovery in Microsoft Lync Server 2013
OUC-B304,Developing Mobile Apps with Microsoft Exchange Web Services
OUC-B305,Enterprise Network Requirements for Microsoft Lync Server 2013
OUC-B306,Exchange Online Protection
OUC-B307,Get Moving with Your Mailbox!
OUC-B308,"Internals of Deploying the In-Place Archive  Online, On-Premises, or Hybrid"
OUC-B310,"Microsoft Exchange Archiving Policy  Move, Delete, or Hold"
OUC-B311,Microsoft Exchange Hybrid Deployment and Migration on Your Terms
OUC-B312,Microsoft Exchange in the Cloud  Scared of Losing Your Job 
OUC-B313,Microsoft Exchange Server 2013 Client Access Server Role
OUC-B314,Microsoft Exchange Server 2013 High Availability and Site Resilience
OUC-B315,Microsoft Exchange Server 2013 Managed Availability
OUC-B316,Microsoft Exchange Server 2013 On-Premises Upgrade and Coexistence
OUC-B317,Microsoft Exchange Server 2013 Sizing
OUC-B318,Microsoft Exchange Server 2013 Tips & Tricks
OUC-B319,Microsoft Exchange Server 2013 Transport Architecture
OUC-B320,Microsoft System Center Advisor and System Center 2012 - Operations Manager  Better Together
OUC-B321,All about Archiving with Microsoft Lync Server 2013
OUC-B322,Using Windows PowerShell Magic to Manage Microsoft Office 365
OUC-B323,Monitoring Microsoft Lync Server 2013  Getting the Most out of Monitoring Service Data
OUC-B324,Planning and Deploying Your Enterprise Voice 
OUC-B326,Virtualization in Microsoft Exchange Server 2013
OUC-B327,Microsoft Lync Hybrid Scenarios
OUC-B328,Planning and Deployment for Edge Server with Microsoft Lync Server 2013
OUC-B329,"Modern Public Folders Overview, Migration and Microsoft Office 365"
OUC-B330,Mobile Devices Deep Dive with Microsoft Lync Server 2013
OUC-B331,Voice Interoperability Fundamentals
OUC-B332,Planning  and Deploying Conferencing in Microsoft Lync Server 2013
OUC-B333,Lap Around the Microsoft Lync 2013 Developer Platform
OUC-B334,Migration and Coexistence with Microsoft Lync Server 2013
OUC-B335,Scripting and Automation for Microsoft Lync
OUC-B340,Microsoft Office 365 Deployment
OUC-B341,Microsoft Office 365 Directory and Access Management with Windows Azure Active Directory 
OUC-B401,Microsoft Lync Server 2013 Dial Plan and Voice Routing Deep Dive
OUC-B405,Deep Dive into New Unified Communications Web API of Lync 2013
OUC-H201,Exploring the New Microsoft Outlook and Outlook Web App
OUC-H202,Managing a Pilot of the New Microsoft Office
OUC-H203,Deploying and Configuring Microsoft Lync Server 2013 Persistent Chat
OUC-H204,Deploying and Configuring Microsoft Lync Edge Server 2013
OUC-H205,Deploying Microsoft Lync Server 2013
OUC-H206,Configuring Coexistence and Interoperability with Microsoft Lync Server 2013
OUC-H207,Configuring High Availability and Disaster Recovery in Microsoft Lync Server 2013
OUC-H208,Deploying Microsoft Office Web App Server and Experiencing Collaboration Features
OUC-H301,Using Archiving and eDiscovery Center in Microsoft Exchange Server 2013
OUC-H302,Deploying Site Mailboxes
OUC-H303,Using the Microsoft Exchange Server 2013 Admin Center
OUC-H304,Deploying and Managing Exchange Mailbox High Availability
OUC-H305,Configuring Microsoft Exchange Protection and Control
OUC-H306,Managing Microsoft Office 365
OUC-H307,Deploying Microsoft Office as a Service
OUC-IL201,Deploying and Configuring Microsoft Lync Edge Server 2013 (repeats on 6 5 at 10 15am)
OUC-IL201-R,Deploying and Configuring Microsoft Lync Edge Server 2013 (repeated from 6 4 at 1 30)
PRC01,Deploying and Managing Windows 8 in the Real World
PRC02,From 0 to DAX
PRC03,Implementing Next Generation Infrastructure Solutions with Windows Server 2012
PRC04,Windows Server Direct Access 
PRC05,Simplify and Maximize System Management with Microsoft System Center 2012 SP1 - Configuration Manager  Notes from the Field
PRC06,How to Be a Successful DBA in the Changing World of Cloud and On-Premise Data
PRC07,Lessons from the Field  Useful Hacker Techniques for Administrators
PRC08,Install and Configure Microsoft SharePoint 2013
PRC09,Windows Store Apps from A to Z
PRC10,Mastering ASP.NET MVC 4 in Just One Day
PRC11,Kickstart Your Application Lifecycle Management Using Team Foundation Server 2012
PRC12,Enterprise Agility Is Not an Oxymoron
PRC13,Extending Your Apps and Infrastructure into the Cloud 
SES-B201,0 to 60  Developing Apps for Microsoft Office 2013
SES-B202,0 to 60  Developing Apps for Microsoft SharePoint 2013
SES-B203,Microsoft SharePoint 2013 and Office 365 Upgrade and Migration  Strategy and Tactics 
SES-B205,Overview of eDiscovery across the Microsoft Office Platform 
SES-B206,Overview of Enterprise Social from Microsoft
SES-B207,Enterprise Social Network Scared Straight  Learn By Doing
SES-B208,What's Your Social IQ  Succeeding with SharePoint Social
SES-B210,The Right Project Management Solution  From Microsoft SharePoint Online to Project Online
SES-B301,Advanced Patterns in Cloud-Hosted Apps for Microsoft SharePoint
SES-B302,Building End-to-End Apps for Microsoft SharePoint with Windows Azure and Windows 8
SES-B303,Deliver Adaptive and Personalized Experiences with Microsoft SharePoint 2013
SES-B304,Developing Advanced BI Visualizations with Microsoft Visio and SharePoint in the Cloud
SES-B305,Developing Apps for Microsoft SharePoint 2013 with Microsoft Visual Studio 2012
SES-B308,Microsoft SharePoint 2013 Sharing and Security 
SES-B309,"Real SharePoint Apps, Real Fast with the New Microsoft Access 2013"
SES-B310,"Search Architecture, Sizing, and Migration in Microsoft SharePoint 2013"
SES-B311,Step by Step  Search Development in Microsoft SharePoint 2013 
SES-B312,The Only Way to Go Is Up! Upgrade to Microsoft SharePoint 2013
SES-B314,Understanding the Fundamentals of SharePoint Claims-Based Authentication 
SES-B321,Microsoft IT?s Practical Guide on Migrating to the Cloud
SES-B323,Microsoft SharePoint 2013 Administration 
SES-B401,Tips You Need to Know for Creating Apps for Microsoft Office and SharePoint 2013 
SES-H201,Administering the New Microsoft SharePoint Online
SES-H202,Configuring Office Web Applications for Microsoft SharePoint 2013
SES-H203,Configuring Social Features in Microsoft SharePoint 2013
SES-H204,Creating a SharePoint App with Microsoft Access Services
SES-H205,Database Snapshots with Microsoft SharePoint 2013
SES-H206,Exploring Social Features in Microsoft SharePoint 2013
SES-H207,Extending the Search Experience in Microsoft SharePoint 2013
SES-H208,Information Management in Microsoft SharePoint Server 2013
SES-H209,Introduction to Web Content Management in Microsoft SharePoint 2013
SES-H210,Introduction to Backup and Restore in Microsoft SharePoint Server 2013
SES-H211,Introduction to Search in Microsoft SharePoint 2013
SES-H212,People Search in Microsoft SharePoint Server 2013
SES-H213,What's New in Microsoft Project Professional 2013 and Sync to Microsoft SharePoint 2013
SES-H214,What's New with the Project Portfolio Management (PPM) Solution from Microsoft 
SES-H301,Building a Product Centric Site in Microsoft SharePoint 2013
SES-H302,Building an Auto-Hosted App
SES-H303,Building Content Apps for Microsoft Office 2013
SES-H304,Building Custom Forms for Microsoft SharePoint 2013
SES-H305,Building SharePoint Designer-Based Workflows in Microsoft SharePoint 2013
SES-H306,"Building SharePoint-Hosted Apps with ""Napa"""
SES-H307,Building Task Pane Apps for Microsoft Office 2013
SES-H308,Building Visual Studio-Based Workflows in Microsoft SharePoint 2013
SES-H309,Building Windows 8 Apps with Microsoft SharePoint 2013
SES-H310,Business Connectivity Services (BCS) for Microsoft SharePoint 2013
SES-H311,Configuring User License Enforcement in Microsoft SharePoint 2013
SES-H312,Create a Microsoft Excel BI Report and Share on Microsoft SharePoint 2013
SES-H313,Deferred Site Collection Upgrade in Microsoft SharePoint Server 2013
SES-H314,Designing a Microsoft SharePoint 2013 Site
SES-H315,Creating a Data-Connected Dashboard Using Visio Services
SES-H316,Embed a Data Connected Microsoft Visio Diagram in Microsoft SharePoint 2013
SES-H317,Exploring Search Query Rules in Microsoft SharePoint 2013
SES-H318,Hands-on with the Content Search Web Part in Microsoft SharePoint 2013
SES-H319,Introduction to Tenant Administration in Microsoft SharePoint Server 2013
SES-H320,Introduction to the Machine Translation Service in Microsoft SharePoint Server 2013
SES-H321,Introduction to Windows PowerShell with Microsoft SharePoint Server 2013
SES-H322,Microsoft SharePoint Server 2013 Search Connectors and Using BCS
SES-H323,Overview of IT Professional Features in Microsoft SharePoint Server 2013
SES-H324,What's New with ECM in Microsoft SharePoint 2013
SES-H325,Working with eDiscovery in Microsoft SharePoint Server 2013
SES-H326,Working with List Definitions and Event Receivers in Microsoft SharePoint 2013
SES-H327,Working with Site Mailboxes in Microsoft SharePoint Server 2013
SES-H328,Using Business Connectivity Services (BCS) with the New Microsoft SharePoint Online
SES-IL201,Managing Projects and Programs with Microsoft Project Server (repeats on 6 6 at 1pm)
SES-IL201-R,Managing Projects and Programs with Microsoft Project Server (repeated from 6 3 at 4 45pm)
SES-IL202,Managing Projects with Microsoft SharePoint and Microsoft Project Professional (repeats on 6 5 at 1 30pm)
SES-IL202-R,Managing Projects with Microsoft SharePoint and Microsoft Project Professional (repeated from 6 4 at 3 15pm)
TE101,TechEd 101 - An Introduction to TechEd
TE101-R,TechEd 101 - An Introduction to TechEd (repeat)
WAD-B201,Patterns and Practices for Running Large Multi-Tenant SaaS Service on Windows Azure (How It?s Made  MyGet.org)
WAD-B205,Windows Azure Store
WAD-B302,Continuous Integration with Team Foundation Services and Windows Azure Websites
WAD-B304,Cloud-Powered Load Testing with Team Foundation Service
WAD-B305,Take Control of the Cloud with the Windows Azure PowerShell Cmdlets
WAD-B306,Securing Cloud Line-of-Business and SaaS Web Applications Using Windows Azure Active Directory
WAD-B307,Securing Rich Client Applications Using OAuth 2.0 and Windows Active Directory
WAD-B308,"Deep Dive into the Windows Azure Active Directory Graph API ?Data Model, Schema, Query, and More"
WAD-B309,Introduction to Windows Azure Active Directory
WAD-B310,Messaging with Windows Azure Service Bus
WAD-B312,Microsoft Integration Vision and Roadmap
WAD-B313,Introduction to Windows Azure BizTalk Services 
WAD-B314,Microsoft BizTalk Server 2013 in Windows Azure IaaS
WAD-B315,Extending Windows Azure BizTalk Services
WAD-B317,Building Media Workflows in the Cloud with Windows Azure Media Services
WAD-B318,Building Rich Media Applications with Windows Azure Media Services
WAD-B319,Developing Connected Windows Store Apps with Windows Azure Mobile Service  Overview
WAD-B320,Key Ingredients for Building Hybrid (Cross-Premises) Cloud Applications
WAD-B321,Build Your First Cloud App  An Introduction to Windows Azure Cloud Services
WAD-B325,IaaS + PaaS = <3
WAD-B326,Maximum Performance  Accelerate Your Cloud Services Applications with Windows Azure Caching 
WAD-B327,Windows Azure Web Sites and On-Premises Connectivity
WAD-B329,Windows Azure Web Sites  An Architecture and Technical Deep Dive
WAD-B335,Designing Cloud Architectures
WAD-B336,Connected Clients and Continuous Services with Windows Azure Service Bus
WAD-B337,"Lap Around Monitoring, Management and DevOps Solutions in Windows Azure"
WAD-B338,"Build Real-World Modern Apps with Windows Azure Mobile Services on Windows Store, Windows Phone or Android"
WAD-B339,Developing iOS and Android Apps with Windows Azure Mobile Services
WAD-B340,Building Private Clouds Using Windows Azure Services for Windows Server
WAD-B343,B2B Collaboration on Windows Azure
WAD-B345,Lessons Learned  Real-World Architectures and Examples
WAD-B351,Windows Azure from the Pulpit to the Whiteboard (or Boardroom)
WAD-B361,Introducing Microsoft BizTalk Server 2013
WAD-B401,"Building Elastic, Autoscalable Solutions with Windows Azure"
WAD-B402,Windows Azure Internals
WAD-B403,Designing and Building Disaster Recovery Enabled Solutions in Windows Azure
WAD-B405,Developing Hybrid Solutions with Microsoft BizTalk Server 2013 and Windows Azure
WAD-B406,Getting the Most out of Windows Azure Storage
WAD-H301,Build Your Microsoft SharePoint Server 2013 Lab in the Cloud with Windows Azure
WAD-H302,Lap Around Workflow Manager
WAD-IL201,"Getting to Know Windows Azure IaaS, Part 1 (repeats on 6 5 at 3 15pm)"
WAD-IL201-R,"Getting to Know Windows Azure IaaS, Part 1 (repeated from 6 4 at 3 15pm)"
WAD-IL202,"Getting to Know Windows Azure IaaS, Part 2 (repeats on 6 5 at 5pm)"
WAD-IL202-R,"Getting to Know Windows Azure IaaS, Part 2 (repeated from 6 4 at 5pm)"
WCA-B201,"Everything You Ever Wanted to Know about Windows, But Were Afraid to Ask"
WCA-B203,Microsoft Application Virtualization 5.0 and Microsoft Office  Better Together
WCA-B204,Active Directory Enables User Productivity and IT Risk Management Strategies Across a Variety of Devices
WCA-B205,Sequencing Applications Using the New Microsoft Application Virtualization 5.0 Sequencer
WCA-B206,The Replaceable PC
WCA-B207,Understanding Access and Information Protection
WCA-B208,Microsoft Application Virtualization 5.0 Migration and Co-Existence with 4.6
WCA-B209,What's New with Windows 8 BitLocker and Microsoft BitLocker Administration and Management (MBAM) 2.0
WCA-B210,Securing Windows 8 Clients and Resources from Threats
WCA-B214,Windows Server Work Folders overview ? my corporate data on all my devices
WCA-B215,Using Dynamic Access Control and Rights Management for Information Protection
WCA-B220,P0wn3d! What?s Next 
WCA-B301,A Drivers Saga  Mastering Windows Deployment
WCA-B302,Advanced Microsoft Deployment Toolkit 2012 Customizations  Dueling MDT Enhancements   
WCA-B303,App Compat for Nerds
WCA-B304,Application Delivery with Microsoft System Center 2012 SP1 - Configuration Manager and Windows Intune
WCA-B305,Building the Perfect Windows 8 Image
WCA-B306,Case of the Unexplained 2013  Windows Troubleshooting with Mark Russinovich
WCA-B307,Case Study  How Microsoft IT is Using Microsoft System Center 2012 - Configuration Manager
WCA-B308,Configuring and Tuning Windows 8
WCA-B309,Demonstrations of Windows Assessment and Deployment Kit Tools
WCA-B310,Deploying and Configuring Mobile Device Management Infrastructure with Microsoft System Center 2012 SP1 - Configuration Manager and Windows Intune
WCA-B311,Deploying and Managing Virtual Applications and Settings with Microsoft System Center 2012 SP1 - Configuration Manager and MDOP
WCA-B312,Deploying and Managing Windows 8 with Microsoft System Center 2012 SP1 - Configuration Manager 
WCA-B313,Deploying Microsoft System Center 2012 SP1 - Configuration Manager with Windows Intune at Microsoft
WCA-B314,Designing a Virtual Desktop Infrastructure Architecture for Scale and Performance on Window Server 2012
WCA-B315,Field Experience  Troubleshooting Long Boot and High Resource Consumptions
WCA-B316,"x86, x64 or ARM  Forget the Details and Use Remote Resources to Run Any App on Your Windows Device"
WCA-B317,How Many Coffees (New 2013 Edition) Can You Drink While Your PC Starts 
WCA-B318,"How to Develop a Successful Flexible Workspace Strategy (BYOD, Consumerization, VDI, Tablet) "
WCA-B319,Implementing Microsoft Application Virtualization 5.0  Lessons Learned from a Production Rollout
WCA-B320,Implementing Self-Service Desktop Refresh in Six Easy Steps with Microsoft System Center 2012 SP1 - Configuration Manager
WCA-B321,Information Protection in 2013  Customer Readiness and Implementation Considerations
WCA-B322,"Information Protection in 2013  Hybrid RMS, Generic Protection, and iOS Android WinRT Support"
WCA-B323,Integrating RDS with Microsoft System Center 2012 - Virtual Machine Manager Service Templates  Complete Automation for RemoteApps and Remote Desktops
WCA-B324,Integrating the New Microsoft Application Virtualization 5.0 with other Virtualization Solutions
WCA-B325,Making PC Recovery Easier with the Microsoft Diagnostics and Recovery Toolset (DaRT)
WCA-B326,Managing Embedded Devices with Microsoft System Center 2012 SP1 - Configuration Manager
WCA-B327,Microsoft IT  How We Upgrade Microsoft System Center - Configuration Manager Hierarchy (Almost) Every Month Using Orchestrator Automation
WCA-B328,Microsoft System Center 2012 SP1 - Configuration Manager Overview
WCA-B329,New Architecture for the New World with Citrix XenDesktop on Microsoft Hyper-V Server 2012
WCA-B330,Optimizing Windows 8 for Virtual Desktop Infrastructure
WCA-B332,Windows Server Work Folders ? a Deep Dive into the New Windows Server Data Sync Solution 
WCA-B333,Enable Work from Anywhere without Losing Sleep  Remote Access with the Web Application Proxy and VPN Solutions
WCA-B334,Secure Anywhere Access to Corporate Resources Such as Windows Server Work Folders Using ADFS
WCA-B335,Raiders of the Elevated Token  Understanding User Account Control and App Capabilities in Windows 8
WCA-B336,Upgrading the Platform - How to Get There! Part 2  Reimagining and Migrating Your Active Directory
WCA-B337,Replacing BIOS with a UEFI Deployment
WCA-B338,Solving the 'Needle in a Haystack' Dilemma with Citrix and Microsoft
WCA-B339,The Future Is Now! Next Generation Remote Access Today with Windows Server 2012 DirectAccess
WCA-B341,Tuning Images for VDI Usage
WCA-B342,"Understanding Windows To Go  Supported Use Cases, Hardware Considerations, and Deployment Options in the Enterprise"
WCA-B343,Unified Modern Device Management with Microsoft System Center 2012 SP1 - Configuration Manager Integrated with Windows Intune
WCA-B345,VDI Smackdown 2013 Edition
WCA-B346,What's New in Windows Server 2012 Active Directory
WCA-B346-R,What's New in Windows Server 2012 Active Directory (repeated from 6 3 at 1 15 pm)
WCA-B347,What's New with Microsoft Deployment Toolkit 2012 Update 1
WCA-B348,What's New in Infrastructure  Microsoft System Center 2012 SP1 - Configuration Manager Infrastructure Improvements and Hierarchy Design
WCA-B349,What's New in Windows 8 Deployment
WCA-B350,What's New in Windows Server 2012 Virtual Desktop Infrastructure and Remote Desktop Services
WCA-B351,Windows 8 Image Engineering  Notes from the Field
WCA-B353,Windows 8  Blackbelt Troubleshooting
WCA-B354,Windows 8  Essential Security Features Every Admin Should Know About
WCA-B355,Internet Explorer 10 Administration
WCA-B356,Windows Intune Overview
WCA-B357,Windows RT in the Enterprise
WCA-B358,Windows Store Apps  Enterprise LOB App Deployment Scenarios
WCA-B359,Microsoft User Experience Virtualization (UE-V)  How to Manage and Deploy UE-V across an Enterprise 
WCA-B360,Pieces of 8  Prospecting for Windows 8 Gold
WCA-B370,What?s New in Windows 8.1 Security  Overview (repeats on 6 4 at 5 pm)
WCA-B370-R,What?s New in Windows 8.1 Security  Overview (repeated from 6 3 at 3pm)
WCA-B375,What?s New in Windows 8.1 Security  Modern Access Control Deep Dive
WCA-B393,Windows Server 2012 Desktop Virtualization (VDI) on Dell Active Infrastructure
WCA-B401,Hardcore Debugging
WCA-H200,New for SP1  Upgrading from Microsoft System Center 2012 - Configuration Manager to Configuration Manager 2012 SP1
WCA-H201,"Microsoft Application Virtualization 5.0 Sequencing, Migration and Coexistence"
WCA-H202,"Microsoft Application Virtualization 5.0  Flexible Virtualization with Virtual Application Connection, Virtual Application Extension and Dynamic Configuration"
WCA-H203,Getting Started with Microsoft Deployment Toolkit 2012 Update 1
WCA-H204,Implementing and Managing Microsoft Application Virtualization 5.0
WCA-H205,Microsoft Bitlocker Administration and Monitoring (MBAM) v2
WCA-H206,Microsoft Diagnostics and Recovery Toolset (DaRT)
WCA-H207,Microsoft User Experience Virtualization Overview
WCA-H208,Microsoft User Experience Virtualization Setup and Configuration Lab
WCA-H209,Windows 8 Deployment Using Microsoft Deployment Toolkit 2012 Update 1 and Microsoft System Center 2012 SP1 - Configuration Manager 
WCA-H216,Managing App-V 5.0 with Microsoft System Center 2012 SP1 - Configuration Manager
WCA-H217,Microsoft Desktop Optimization Pack  Advanced Group Policy Management 4.0 SP1
WCA-H218,Microsoft Application Virtualization (App-V) 5.0 Overview
WCA-H300,Active Directory Deployment and Management Enhancements
WCA-H301,Advanced Software Distribution
WCA-H302,Basic Software Distribution
WCA-H303,Deploying a Microsoft System Center 2012 - Configuration Manager Hierarchy
WCA-H304,Deploying Microsoft System Center 2012 - Configuration Manager
WCA-H305,Deploying Windows 8 to Bare Metal Clients
WCA-H307,Implementing Microsoft System Center 2012 - Endpoint Protection 
WCA-H308,Implementing Settings Management
WCA-H309,Introduction to Microsoft System Center 2012 - Configuration Manager
WCA-H310,Managing Applications
WCA-H311,Managing Clients
WCA-H312,Managing Content
WCA-H313,Managing Microsoft Software Updates
WCA-H314,Migrating from Microsoft System Center Configuration Manager 2007 to Configuration Manager 2012
WCA-H315,New for SP1  Deploying Windows 8 Applications in Microsoft System Center 2012 SP1 - Configuration Manager
WCA-H316,New for SP1  Expanding a Microsoft System Center 2012 SP1 - Configuration Manager Hierarchy
WCA-H317,New for SP1  Implementing App-V 5.0 in Microsoft System Center 2012 SP1 - Configuration Manager
WCA-H318,New for SP1  Implementing Database Replication Controls in Microsoft System Center 2012 SP1 - Configuration Manager
WCA-H319,New for SP1  Implementing Linux Clients in Microsoft System Center 2012 SP1 - Configuration Manager
WCA-H325,Enabling Secure Remote Users with RemoteApp and VDI
WCA-H326,Protecting information with Dynamic Access Control
WCA-H327,Windows Server 2012 R2  Enabling Windows Server Work Folders
WCA-H401,Implementing Role-Based Administration
WCA-IL201,Getting Started with Microsoft Deployment Toolkit (MDT) 2012 Update 1 (repeats on 6 5 at 10 15am)
WCA-IL201-R,Getting Started with Microsoft Deployment Toolkit (MDT) 2012 Update 1 (repeated from 6 4 at 8 30am)
WIT01,Women in Technology Luncheon  Managing Change and Transitions
WPH-B201,"The Power of Collaboration  Integrating Windows Phone with Microsoft Office 365, Exchange and SharePoint Online"
WPH-B202,The Phone That Has Everything the Enterprise Needs  Windows Phone 8 
WPH-B203,Mobile Security in the Enterprise  Windows Phone 8 Answers the Call
WPH-B204,Radical Perspectives on Mobility Strategy
WPH-B205,The Top Down Guide for Developers  Windows Phone 8 
WPH-B207,Manage Windows Phone Enterprise Apps
WPH-B301,Speechifying your Windows Phone 8 Applications
WPH-B302,Secrets of Using  Background Agents for Windows Phone 8
WPH-B303,Build It Once For Both  Writing Code and Designing for Windows 8 and Windows Phone 8
WPH-B304,All Aboard for the Future of HTML5 Mobile and Hybrid Web Apps for Windows Phone 8 and Windows Tablets
WPH-B305,Developing Large-Scale Enterprise Mobile Apps for Windows Phone 8 and Windows Tablets
WPH-B306,Support Your Demanding LOB Apps With SQLite and Windows Phone 8
WPH-B307,Creating Windows Phone 8 Apps for Microsoft SharePoint Server 2013
WPH-B308,Using C and C++ in Your Windows Phone 8 Applications 
WPH-B309,The Windows Phone 8 Networking Survival Kit
WPH-H201,Windows Phone 8  File and Protocol Association
WPH-H202,Windows Phone 8  Lock Screen Wallpaper
WPH-H203,Windows Phone 8  Purchase
WPH-H204,Windows Phone 8  Running Tracker
WPH-H205,Windows Phone 8  Tiles
WPH-H206,Windows Phone 8  Voice Command
WPH-H207,Windows Phone 8  Wallet
WPH-H208,Porting Windows 8 to Windows Phone 8
